"Year","Chapter","IsChp","Article","Art","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","FS12","FS13","FS14","FS15","FS16","FS17","FS18","FS19","FS20","FS21","FS22","FS23","FS24","FS25"
2022,"XII",FALSE,"Ввезення, виготовлення, збут і розповсюдження порнографічних предметів, ст. 301","301",33,0,1,0,73,2,0,0,2,39,23,7,2,0,35,28,5,40,0,0,73,0,0,0,0
2022,"XII",FALSE,"Створення або утримання місць розпусти і звідництво, ст. 302","302",23,0,0,0,31,0,0,0,0,12,4,13,0,2,22,10,2,19,0,0,31,0,0,0,0
2022,"XII",FALSE,"Сутенерство або втягнення особи в заняття проституцією, ст. 303","303",45,0,0,0,33,1,0,0,0,9,8,15,0,1,27,4,11,18,0,0,32,1,0,0,0
2022,"XII",FALSE,"Втягнення неповнолітніх у протиправну діяльність, ст. 304","304",4,0,0,0,25,3,0,1,0,11,7,6,0,0,2,1,5,18,1,0,25,0,0,0,0
2022,"XIII",TRUE,"Кримінальні правопорушення у сфері обігу наркотичних засобів, психотропних речовин, їх аналогів або прекурсорів та інші кримінальні правопорушення проти здоров'я населення (р. XІІІ Кримінального кодексу України )",NA,1613,1,10,0,2390,341,0,4,34,753,1015,516,41,27,255,344,406,1618,17,5,2354,35,1,0,0
2022,"XIII",FALSE,"Контрабанда наркотичних засобів, психотропних речовин, їх аналогів чи прекурсорів або фальсифікованих лікарських засобів, ст. 305","305",15,0,1,0,35,11,0,0,0,13,10,11,1,0,4,12,4,19,0,0,29,6,0,0,0
2022,"XIII",FALSE,"Використання коштів, здобутих від незаконного обігу наркотичних засобів, психотропних речовин, їх аналогів, прекурсорів, отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів, ст. 306","306",27,0,0,0,64,22,0,0,0,24,25,14,1,0,13,13,7,42,2,0,63,1,0,0,0
2022,"XIII",FALSE,"Незаконне виробництво, виготовлення, придбання, зберігання, перевезення, пересилання чи збут наркотичних засобів, психотропних речовин або  їх аналогів, ст. 307","307",524,1,2,0,1075,315,0,2,18,365,461,204,16,9,166,153,207,702,10,3,1056,18,1,0,0
2022,"XIII",FALSE,"Викрадення, привласнення, вимагання наркотичних засобів, психотропних речовин або їх аналогів чи заволодіння ними шляхом шахрайства або зловживання службовим становищем, ст. 308","308",12,0,0,0,17,6,0,0,0,1,11,5,0,0,1,2,0,15,0,0,17,0,0,0,0
2022,"XIII",FALSE,"Незаконне виробництво, виготовлення, придбання, зберігання, перевезення чи пересилання наркотичних засобів, психотропних речовин або їх аналогів  без мети збуту, ст. 309","309",1075,0,5,0,1315,52,0,2,16,396,568,300,20,13,66,173,209,924,7,2,1299,16,0,0,0
